source,target
web banner,spanduk web
web browser,browser web
web support case,kasus dukungan web
web syndication tool,alat sindikasi web
webcast,webcast
webinar,webinar
Welcome Kit,Kit Selamat Datang
white paper,kertas putih
Wiki Help,Bantuan Wiki
Windows Store,Windows Store
Windows Task Manager,Pengelola Tugas Windows
workflows & use cases,alur kerja & kasus penggunaan
workload,beban kerja
workplace,tempat kerja
workshared file,file yang digunakan bersama
workspace,ruang kerja
workstation,stasiun kerja
workweek,minggu kerja
zoom factor,faktor zum
zoom level,tingkat zum
