source,target
tolérance aux pannes réseau,network fault tolerance
traduction d’adresses de réseau,network address translation
traitement de premier plan,foreground processing
transfert de licences en ligne,online license transfer
Transfert des droits de licence,Transfer Ownership of Licenses
transparence,transparency
Trouver un indépendant,Find a Freelancer
Trouver un revendeur,Find a Reseller
Trucs et astuces,Tips and Tricks
TrustedDWG,TrustedDWG
TSR,TSR
tube,hollow profile
tuyauterie,piping
tweet,tweet
type de ligne,linetype
Types d'usage des licences,License Behaviors
Un seul ensemble de données,single datastep
UNC,UNC
Uniform Naming Convention,Uniform Naming Convention
unité anglo-saxonne,imperial unit
unité cloud,cloud unit
Universal Assistant,Universal Assistant
Universal Naming Convention,Universal Naming Convention
universal scene description,universal scene description
urbaniste,planning professional
URL d'accès personnel,personal access URL
usinage grande vitesse,HSM
usinage très rapide,high speed machining
utilisateur autonome,stand-alone user
utilisateur de l'assistance,support user
utilisateur nommé,named user
utilisateur racine,root user
utilisateur restreint,restricted user
utilisateur unique,single-user
utilisateurs simultanés,concurrent users
Utilisation à domicile,Home Use
utilisation de la mémoire,memory usage
utilisation des versions antérieures,use of Previous Version
utilisation non autorisée,unauthorized use
Utilitaire de licences portables,Portable License Utility
utilitaire de migration,migration utility
utilitaire de transfert de licence,License Transfer utility
VAD,VAD
valeur de commande annuelle,annual order value
valeur du cycle de vie du client,customer lifetime value
validation de la conception,design validation
VAR,VAR
variable d'environnement,environment variable
variante,variant
Vault,Vault
Vault Basic,Vault Basic
Vault Job Processor,Vault Job Processor
Vault Manager,Vault Manager
Vault Professional,Vault Professional
Vault Workgroup,Vault Workgroup
Vector Render,Vector Render
veille concurrentielle,Competitive Intelligence
ventes,sales
vérification de l'orthographe,spell-checking
vérification interdisciplinaire,inter-disciplinary check
version antérieure,earlier version
version commerciale,retail version
Versions antérieures,Previous Versions
Verticalise Now,Verticalise Now
vice-président,vice president
"vice-président directeur, Ventes et services",Executive Vice President of Sales and Services
vidéo de démonstration,demo video
vidéo de formation,training video
vidéo de présentation,overview video
vidéos de formation Média et divertissement,Media & Entertainment Training Videos
ViewCube,ViewCube
vignette de démonstration,demo vignette
visiter la communauté Education Community,Visit the Education Community
visualisation de conception,design visualization
Voir les options de tarification,See pricing options
volet,pane
VRED,VRED
VRED Design,VRED Design
VRED Presenter,VRED Presenter
VRED Professional,VRED Professional
VRED Server,VRED Server
vue,view
vue rapide,quick view
vulnérabilité,vulnerability
webcast,webcast
webinaire,webinar
weekend,weekends
WikiHelp,Wiki Help
Windows Store,Windows Store
Work In Process Data Management,Work In Process Data Management
workflow,workflow
Workflows et cas d'utilisation,Workflows & use cases
zone avec perte de haute pression,high-pressure loss area
zone de masquage,masking region
zone de retenue,detention area
zones de captage,bioswale
